Unnamed: 0,genre,lyrics,predicted_genre
255630,R&B,"That's when it hurts
Yeah, oh, oh, yeah
That's when it hurts, ooh
You don't kiss me like you used to do
You don't miss me, darling
Darling, darling, darling when the night is through
So I sit at home turn off the light, here comes the night
That's when it hurts?
I'm going downtown to Joey's place and I know that, darling
I'm gonna walk right in and I'll see your face
Yes, you'll be dancing with someone new, here comes the pain
That's when it hurts?
Then you're gonna see me sitting all alone, baby, at a corner table
And I'll be sitting there smiling, honey,
Sitting over there somewhere by myself
Smoking a cigarette
Then you're gonna feel that you'll have to come over
And say something real nice to me
Oh, baby, that's when my eyes will get wet
Then I'll walk out the door and I'll walk a-back home
Take the same street that we used to take when we walked alone
Then I'll see your friends all pitying me
Whoa, their sympathy
That's when it hurts
Oh, oh, oh, yeah
That's when it hurts
Yeah, yeah
It hurts, it hurts, oh, yeah
That's when it hurts
Oh, oh, oh, yeah
That's when it hurts
Yeah, yeah
It hurts, it hurts, oh, yeah",Country
68208,Country,"I cried a tear, you wiped it dry
I was confused, you cleared my mind
I sold my soul, you bought it back for me
And held me up and gave me dignity
Somehow you needed me
You gave me strength to stand alone again
To face the world, out on my own again
You put me high upon a pedestal
So high that I can almost see eternity
You needed me, you needed me
And I can't believe it's you, I can't believe it's true
I needed you and you were there
And I'll never leave, why should I leave? I'd be a fool
Cause I've finally found someone who really cares
You held my hand when it was cold
When I was lost, you took me home
You gave me hope when I was at the end
And turned my lies back into truth again
You even called me friend
You gave me strength to stand alone again
To face the world out on my own again
You put me high upon a pedestal
So high that I can almost see eternity
You needed me, you needed me
You needed me, you needed me
You needed me, you needed me",Pop
282972,Rock,"Written by Vicki Peterson
Main Voice: VICKI & SUSAN
Produced by Continental Drifters & Mike Mayeux
Released on 'Vermilion' (1999)
Well, come on in and grab yourself a seat
There are some people here I think you should meet
Listen to the voices, look at these eyes
Some faces you might recognize
You are one of us.
Well, you are headed down the highway, suddenly jackknifed
And when somebody blows a hole in your life
And now your bed's too big and your pillow is too small
You gotta try and make sense of it all
You are one of us.
Here is where we live
It's who we are
It's where we live
It's who we are.
Well, the walls are made for silent debating
And the windows are for watching and waiting
Emptiness is the foundation
Yeah, soul and center of our little nation
You are one of us.
One of us.
Here is where we live
It's who we are
It's where we live
So, who will live
Where we are
It's where we live
It's who we are
It's who we are.
Oh!",Country
3705,Rock,"They said
You gotta read between the lines
Where are you going?
It's too dark outside
Little girl
They said
You can't live a lie
Cause in the end we'll all meet up again
And it'll be the same
As it used to be
Who are we fooling?
We'll never see each other again
Who are we fooling?
We'll never be together again
Who are we fooling?
We'll never be the same again
And now that I realize
It was time that passed us by
We said
Maybe it's just a phase
And the wind will carry it away in the morning
But the wind never came
Falling away
Slipping away
All the way
Falling away
Slipping away
All the way
They said Goodbye
I said I cried
Time, time, time",Indie
328367,Pop,"Happy Bat Mitzvah to You
Happy Bat Mitzvah to You
Happy Bat Mitzvah, Happy Bat Mitzvah
Happy Bat Mitzvah to You
You've studied really hard
Read the Torah in Hebrew
We're so very proud of you today
We sing Mazel Tov to You",Folk
48138,Metal,"[Lyrics by RMS Hreidmarr]
Blessed be my own decision
This body must burn upon the Altar of Holocausts
Murder her when you make love
Like millions of worms penetrating her flesh
While she's lying down, down in the dirt
And there is no nobility
When I try to kill the sin in me
To fuck equals to kill
And I'll make her live in the purest, blackest hell ever
When I raise my fist slowly, so-called king
And when my words become your one and only world...
Keys to the gates of submission
Obey, and look down
I don't love you
I'm the eye of deception
Control the worms
I was meant to die, to order and to reign
I am just a white fading flower
As he used to call me
Burn the witch
Razorblade
Expire
Last breath
Krieg in Sicht
Yet if as holiest men have deem'd, there be
A land of souls beyond that sable shore...
How sweet it were in concert to adore
With those who made our mortal labours light,
To hear each voice we fear'd to hear no more
Behold each mighty shade reveal'd to sight
The Bactrian, Samian sage, and all who taught the right !
Motherfucking sage will not come to save you, fool !
Krieg in Sicht
A smile - I defy
With all my innocence
My lips closer to yours, I feel your breath
Attraction, repulsion and pride
Desire made me think I had the right
To take your life away
Die by my own will
Nature of Holocaust
Just walk away from the line
Do it",Metal
41788,Rock,"Under the sun there are many pretty things.
You talk of love and the happiness it brings.
You took my heart, you took my heart from me.
Under the sky there are many pretty girls.
But there's not one that can help me in this world.
You took my heart, you took my heart from me.
I'm sitting here alone tonight, and I'm thinking about you.
Wondering if it's wrong or right to be dreaming about you.
You took my heart, you took my heart from me.
You took my heart, you took my heart from me.
I'm sitting here alone tonight, and I'm thinking about you.
Wondering if it's wrong or right to be dreaming about you.
You took my heart, you took my heart from me.
You took my heart, you took my heart from me.",Folk
207498,Electronic,"I see you on the street
My broken heart still skips a beat
I hear your name Inside I go insane
Baby each day that we don't touch
Is one more day it hurts too much
I can't forget the love that we made
But there'll come the moment that we're gonna meet again
Baby it won't even bother me ooooohh
Trying to make it to the day you'll be
Just an Old Boyfriend
Won't be thinking of you every night once more
We'd be wishing we could only try once more
Won't tear me up inside
Just An Old Boyfriend
Anyone can see the love we killed is killing me
I'm just so sad too lose what we had - Oh yeah
There's no doubt that I should be ok by now
But I'm not there yet: It hurts me so bad but
From the moment that we're gonna meet again
Baby it won't even bother me ooooohh
I'll be looking to the day you'll be
Just An Old Boyfriend
Won't be thinking of you every night once more
Only wishing we could only try once more
You won't tear me up inside
Just An Old Boyfriend
Nothing more and nothing less
No more living with regret
Your memory won't get
The best of me,the best of me
Oh You're gonna see
*From the moment that we're gonna meet again
Baby it won't even bother me ooooohh
I'll be looking to the day you'll be
Just An Old Boyfriend
Won't be thinking of you every night once more
Only wishing we could only try once more
You won't tear me up inside
Just An Old Boyfriend* x2",Pop
65565,Pop,"tsumo no michi wo (itsumo no michi wo)
hashiru jitensha (hashiru jitensha)
tachi kogi no
ase ga yureru
kugatsu no soyokaze
yasumi no aida (yasumi no aida)
aezu ni itara (aezu ni itara)
kimi no koto ga
ki ni natte kitanda
tada no tomodachi to
omotteita no ni
ima sugu ni demo
kimi ni
kimi ni aitai
Maybe
Maybe
suki na no kamo shirenai
aoi sora ni wa
kumo ga hitotsu mo nai
Maybe
Maybe
suki na no kamo shirenai
sore ga koi da to
wakatteiru kedo
iiwake Maybe
kyoushitsu no mado (kyoushitsu no mado)
KAATEN ga yure (KAATEN ga yure)
ni gakki no
kimi ni wa dokoka
otona no yokogao
donna yasumi wo (donna yasumi wo)
sugoshiteita no? (sugoshiteita no?)
hanashikata ga
gikochinaku nari sou de...
kizukarenai kurai
kami wo kittanda ne
boku wa tooku de
kimi wo
kimi wo miteiru
Maybe
Maybe
sonna yuuki wa nai
Probably ni chikai
motto tashika na mono
Maybe
Maybe
sonna yuuki wa nai
zutto kono mama
kataomoi de ii
iiwake Maybe
itoshikute
setsunakute
dou ni mo dekinakute
itoshikute
setsunakute
boku wa kurushii
suki da suki da suki da
kimi no koto ga
hontou ni suki da
Maybe
Maybe
sonna yuuki wa nai
Probably ni chikai
motto tashika na mono
Maybe
Maybe
sonna yuuki wa nai
zutto kono mama
kataomoi de ii
iiwake Maybe",Jazz
150769,Rock,"Grew up in an industrial town,
Two blocks away from the industrial sounds.
Three generations in the same old home.
Seven kids mum feels so alone.
Six of them looked like they had a chance to do something with their lives.
Little Jeanie had a mind of her own, but it wasn't a very good one.
And we try not to be mean,
To our little lead poisoned Jean.
Little lead poisoned Jean.
No special school no one to understand,
Her teachers tried to use the back of their hands,
She can't compute any information.
She likes pictures on the screen,
Our little lead poisoned Jean,
Little lead poisoned Jean.
One winters day it was the end of June,
Her parents put together two and two.
She wasn't normal, no she's not the same,
The legal battle set the town aflame.
The company would be responsible for every time that Jeannie screams,
Pollution so obscene. Little lead poisoned Jean.
Now the family's rich beyond belief
That sort of money's still a shallow relief.
Little Jeannie's got a new PlayStation so she
Stares at the screen
She's my little lead poisoned Jean.",Folk
131793,Hip-Hop,"Light it up! Yeah
Put it in the air (high lights, high lights)
(high lights, high lights)
[Aceyalone]
Bubble kush, cat piss, purple rain
Hash plant, thai stick, white widow, wreck the train
Indo, outdo', to the brain
Orange brown redhead, green, the potent strains
Bongs, blunts, and zig-zags
Bubblers, bowls, blowin out of big bags
Twist up, roll up, pack up, hit that
Scent so strong in the air, where you get that?
Afghan, Pakistan, lamb's bread, skunk
Acapulco Goldy, hydro funk
Blueberry, chronic, chocolate chunk
Northern lights, buddha bless, cannabis cup
And that's what's up
(high lights, high lights)
(high lights, high lights)
[Aceyalone]
The legislation wants regulation
Want to interfere with my cultivation
My personal usage for meditation
And medication to help the patients
Cancer, asthma, emphysema
Back pains, migraines, grass is greener
Glaucoma, arthritis, epileptic seizures
Medicine man make me a believer
Cheech & Chong, ""Reefer Madness""
""Half Baked,"" _How High_ heal the masses
Light that, puff that, dump the ashes
Take 2, take 3, take 4 and pass it
(high lights, high lights)
(high lights, high lights)
[Aceyalone]
Super silver, Hawaiian haze
Sativa, indica, Solomon's grave
Genesis, chapter one verse twelve ways
Marijuana, hashish, everybody blaze
Fuels and fibers, energy saved
When the natives met the travelers, guess what they gave
All praise due to the seeds they raised
And the people all over the world that smoke J's
Kings and queens, musicians, actors
Everyday, working class, stoners, slackers
Low key blazers and green bowl packers
If Mary Jane is in the house then I'm gon' mack her
(high lights, high lights)
This is dedicated to everybody in the world that smoke weed
Legalize it
(high lights, high lights)
Eat it, use it for fibers, Aceyalone",Hip-Hop
18647,Rock,"Yeah, yeah, two-thousand, zero, zero
The party just started, ha-ha, ha-ha
Everlast, Kurupt, Fredwreck, Kurupt
Goes somethin' like this
I say one, two, one-two-one-two
The good Lord knows just what you've been through
I say one, two, one-two-one-two
Sometimes you're just doing what you've got to do
I say one, two, one-two-one-two
The good Lord knows just what you've been through
I say one, two, one-two-one-two
Sometimes you're just doing what you've got to do
Sticker man tryin' to feed his baby
Drug dealer tryin' to raise his son
Every pimp gotta dress his lady
Come on now you ain't the only one
It go one, two, one-two-one-two
The good Lord knows just what you've been through
I say one, two, one-two-one-two
Sometimes you're just doing what you've got to do
It go one, two, one-two-one-two
The good Lord knows just what you've been through
I say one, two, one-two-one-two
Sometimes you're just doing what you've got to do
Now this is the combination of intervention
That just might open up a new dimension
I can tell, the well, just might run dry
Loss some tension of thoughts, modify and simplify
It go one, two, one-two-one-two
The good Lord knows just what you've been through
I say one, two, one-two-one-two
Sometimes you're just doing what you've got to do
It go one, two, one-two-one-two
The good Lord knows just what you've been through
I say one, two, one-two-one-two
Sometimes you're just doing what you've got to do
I said life, blast, present to the past
Hard rapper the war path
War path Kurupt young Gotti
Incredibly clever, mack auther with Everlast it's true
Do what you want to do, one, two
Mary Jane want to run smoke reefer
Little Ricky's out sniffin' rock
Cynthia, she's at the disco coked out
Doesn't matter what drugs you on
It go one, two, one-two-one-two
The good Lord knows just what you've been through
I say one, two, one-two-one-two
Sometimes you're just doing what you've got to do
It go one, two, one-two-one-two
The good Lord knows just what you've been through
I say one, two, one-two-one-two
Sometimes you're just doing what you've got to do
Game, growth, life by oath
The gifted, different toast
Talent, the mellow dramatic
Violent life in silence but this here's mine
Crystal clear ?
I say one, two, one-two-one-two
The good Lord knows just what you've been through
I say one, two, one-two-one-two
Sometimes you're just doing what you've got to do
I say one, two, one-two-one-two
The good Lord knows just what you've been through
I say one, two, one-two-one-two
Sometimes you're just doing what you've got to do",Hip-Hop
96102,Rock,"Standing at my door,
You float like smoke across my floor,
'Cause you're in the air,
Your chemicals are everywhere,
You flow throw me,
Sound waves and energies,
I channeled in your frequencies,
And your static electricities,
And you're so pure that way, Yeah 'cause you're so perfect that way,
[Chorus]
I don't care I'm in the calm watching waves roll over me,
Uncover you, over me, hovering,
Blues and grays begin to fade in neon skies and clouded eyes,
The sun begins to break, it's your beautiful face,
And I don't know if these are the answers to questions,
Of loneliness, emptiness, loss of direction or the resolution to my deprivation,
'Cause I found oxygen in you, I breathe you like oxygen, I do,
And I love to watch you sleep,
Roll over steal the sheets,
Your body beckons me,
Sleep tightly in those dreams,
Yeah 'cause you're so pure that way, yeah 'cause you're perfect that way,
[Chorus]",Indie
282440,Pop,"Have you heard of the saying
For those who were playing
You don't know what you got till its gone
Well that was my calling
I knew what I was falling into
Something that would be so wrong
But I got hold of myself
And changed for the better
I can't get you out of my mind
Cause something inside
Made me realize you were fine
Each time we we're alone
I guess I didn't know
How far we were apart
Should have spoken from heart
I guess I didn't know
That each time you go away,I cry
I can't take all these goodbyes
I know from this feeling
Deep inside there's a healing
I know that I'm in control
Everyday I am yearning
This love I feel burning
Burning right through my soul
So let's make a start
Of something that cannot be broken
The mold its so strong
Treat this love as a child
That grows into something worth while
Each time we we're alone
I guess I didn't know
How far we were apart
Should have spoken from heart
I guess I didn't know
That each time you go away,I cry
I can't take all these goodbyes
Deep love's so deep
Deep love's so deep, yea
I can't take all these goodbyes
Faithfully, I will be
You will see, please believe me
I can't take all these goodbyes
Each time we we're alone
I guess I didn't know
How far we were apart
Should have spoken from heart
I guess I didn't know
That each time you go away,I cry
I can't take all these goodbyes
All the time we were alone
Guess I should have really known
Baby you have always been mine
All the time we were alone
Guess I should have really known
Baby you have always been mine",Indie
223608,Indie,"If I had anyone to hold onto
If I had anyone for a day
We could be out of here
Out of town and back around
Ooo-Ooo, Ooo-Ooo
Ooo-Ooo
Cha-cha in my room to the a-side
Dancing slow thinking of you
Right now I have to know
If I should let you go
Ooo-Ooo, Ooo-Ooo
Ooo-Ooo
Step close to me
See where the pieces meet
Glide along endlessly
I know what to do
I've made up my mind
Show me how to move
Show me how to move
You're spinning me round
Can't tell up from down
Show me how to move
I'm crying out to you
Looking down at my wrist for an answer
Pony tails, gonna sail out past nine
Turn around its clear you know
That I won't let it go
Ooo-Ooo, Ooo-Ooo
Ooo-Ooo
Ticking clocks gotta stop, stop trailing me
Me everywhere, all the time
from to the church to the cemetery
Ooo-Ooo, Ooo-Ooo
Ooo-Ooo
Step close to me
See where the pieces meet
Glide along endlessly
I know what to do
I've made up my mind
Show me how to move
Show me how to move
You're spinning me round
Can't tell up from down
Show me how to move
I'm crying out to you
Middle of the floor
I had it all
Just enough time to prove
That what was in my head
Could be shaking, dance to death
Let reason to take a rest
Show me how x 8
I know what to do
I've made up my mind
Show me how to move
Show me how to move
You're spinning me round
Can't tell up from down
Show me how to move
Show me how to move
I know what to do
I've made up my mind
Show me how to move
Show me how to move
Making this a space
Out of something new
Show me how to move
I'm crying out to you",Indie
147917,Rock,"I've just closed my eyes again
Climbed aboard the dream weaver train
Driver take away my worries of today
And leave tomorrow behind
Ooh dream weaver
I believe you can get me through the night
Ooh dream weaver
I believe we can reach the morning light
Fly me high through the starry skies
Maybe to an astral plane
Cross the highways of fantasy
Help me to forget today's pain
Ooh dream weaver
I believe you can get me through the night
Ooh dream weaver
I believe we can reach the morning light
Fly me high through the starry skies
Maybe to an astral plane
Cross the highways of fantasy
Help me to forget today's pain
Though the dawn may be coming soon
There still may be some time
Fly me away to the bright side of the moon
And meet me on the other side
Ooh dream weaver
I believe you can get me through the night
Ooh dream weaver
I believe we can reach the morning light
Fly me high through the starry skies
Maybe to an astral plane
Cross the highways of fantasy
Help me to forget today's pain
Dream weaver",Indie
317917,Rock,"Jesus came back and found you
at a card table in the back of a pawnshop
Jesus came back and found you
sleeping by the river on them big old nasty rocks
Chorus
Jesus came back
Jesus came back and found you
in love with someone with no name
Jesus came back and found you
swimming like a blind fish in a mammoth cave",Indie
299606,Rock,"Love of God it won't let me touch you
Devil's grip it won't let me breathe
Fools gold is love over money, I have,
This time I've lost my control, Oh no...
Love of God it won't let me near you
Devil's grip is all over me
Perfect is less than perfection, I have,
This time I don't want to see, what's left of me...
Here, and forever, I have found
Life, with no answers
Love of God you won't disappoint me
Fail to feel I don't want to feel
Leave me I'm broken and hungered, I have,
This time I don't want to feel what's left to feel...
Here, and forever, I have found
Life, with no answers, you have found
Here in the anti, I have gone
Skin black from bruising...
My, My eyes, won't,
My eyes, My eyes, My eyes, My eyes,
...this is how we play...
...this is how we play...
...this is how we play...
...this is how we play...
Here in the anti I have gone
Skin black from bruising
My eyes, wont, my eyes wont, let me see
...this is how we play...
...this is how we play...",Indie
283354,Rock,"Deep in my heart, right from the start
We had the look, we never took
People want to know how come we stay the same
But we won't change - not like that
We never knew what we would go through
Time could stand still but we never will
People want to know how come we stay the same
But we won't change - not like that
Straight from the soul, how could they know
We'll never do what they want us to
People want to know how come we stay the same
But we won't change - not like that",Indie
12187,Pop,"I'll get by
As long as I have you
Though there be rain
And darkness too
I'll not complain
I'll see it through
Poverty
May come to me, it's true
But what care I
Say, I'll get by
As long as I have you.
But what care I
Say, I'll get by
As long as I have you.",Folk
134725,Jazz,"In my solitude
You haunt me
With dreadful ease
Of days gone by
In my solitude
You taunt me
With memories
That never die
I sit in my chair
And filled with despair
There's no one could be so sad
With gloom everywhere
I sit and I stare
I know that I'll soon go mad
In my solitude
I'm afraid
Dear Lord above
Send back my love
I sit in my chair
Filled with despair
There's no one, no one
No onecould be so sad
With gloom everywhere
I sit and I stare
I know that I'll soon go mad
In my solitude
I'm afraid
Dear Lord above
Send back my love",Folk
259393,Pop,"I broke your heart
And I made you blue
Instead of hurting back
You said I love you
That very day you won my heart
And my love for you shall never part
You have such an understanding way
And I appreciate you need what I say
'Cause a love like yours don't come knock, knock, knock, knocking
Knock, knocking everyday
Although I treated you bad from the start
Without question you gave me your heart
No, a love like yours don't come knock, knock, knock, knocking
Knock, knocking everyday
It's the little things you do
Oh, that mean so much
So very, very much
(Consideration), I never knew
That is, until I met you
Believe me
You made my life complete
And I know our love with all of my mind
You can believe going to hold on tight
'Cause a love like yours don't come knock, knock, knock, knocking
Knock, knocking everyday
No, a love like yours don't come knock, knock, knock, knocking
Knock, knocking everyday
It's the little things you do
That mean so much
So very, very much
(Consideration), no I never knew
That is, until I met you
Believe me
You made my life complete
And I know our love with all of my mind
You can believe going to hold on tight
'Cause a love like yours don't come knock, knock, knock, knocking
Knock, knocking everyday
I said a love like yours, it don't come knocking
Knock, knocking everyday
I said a love like yours, it don't come, it don't come knocking
Knock, knocking everyday
'Cause a love like yours, it don't come knocking",Pop
